# time [s]; Channel 0; Channel 1; Channel 2
9.576667999999999736e+00;5.582360625267028809e-01;6.102540493011474609e-01;4.114747941493988037e-01
9.580000999999999323e+00;5.904783606529235840e-01;6.126955151557922363e-01;4.124513566493988037e-01
9.583334000000000685e+00;6.041504740715026855e-01;6.056153178215026855e-01;4.090333282947540283e-01
9.586667999999999523e+00;5.055008530616760254e-01;5.995116829872131348e-01;4.043945968151092529e-01
9.590001000000000886e+00;4.603189229965209961e-01;5.956053733825683594e-01;4.000000059604644775e-01
9.593334000000000472e+00;4.935225546360015869e-01;5.963378548622131348e-01;3.992675542831420898e-01
9.596667999999999310e+00;5.516441464424133301e-01;5.982909798622131348e-01;3.990234136581420898e-01
9.600001000000000673e+00;5.604333281517028809e-01;5.946288108825683594e-01;3.965819776058197021e-01
9.603334999999999511e+00;5.203936696052551270e-01;5.887693762779235840e-01;3.958495557308197021e-01
9.606668000000000873e+00;5.245441198348999023e-01;5.848630666732788086e-01;3.948729634284973145e-01
9.610001000000000460e+00;5.636224746704101562e-01;5.770504474639892578e-01;3.929198086261749268e-01
9.613334000000000046e+00;6.024414300918579102e-01;5.780270099639892578e-01;3.926756680011749268e-01
9.616668000000000660e+00;5.499351620674133301e-01;5.797359943389892578e-01;3.904783725738525391e-01
9.620001000000000246e+00;4.383459091186523438e-01;5.848630666732788086e-01;3.904783725738525391e-01
9.623335000000000861e+00;3.982909917831420898e-01;5.929198265075683594e-01;3.934080898761749268e-01
9.626666999999999419e+00;4.078126251697540283e-01;5.926756858825683594e-01;3.953612446784973145e-01
9.630001000000000033e+00;4.324711859226226807e-01;5.936522483825683594e-01;3.985351324081420898e-01
9.633335000000000647e+00;4.710612595081329346e-01;5.987792611122131348e-01;3.985351324081420898e-01
9.636668000000000234e+00;5.118486285209655762e-01;6.056153178215026855e-01;4.004882872104644775e-01
9.640000999999999820e+00;5.028153061866760254e-01;6.090333461761474609e-01;4.036621749401092529e-01
9.643333999999999406e+00;4.778973162174224854e-01;6.024414300918579102e-01;4.012207090854644775e-01
9.646667000000000769e+00;4.620279371738433838e-01;6.041504740715026855e-01;4.021973013877868652e-01
9.650000999999999607e+00;4.600747823715209961e-01;5.968261361122131348e-01;3.997558653354644775e-01
9.653333999999999193e+00;4.727702736854553223e-01;5.687495470046997070e-01;3.912107944488525391e-01
9.656669000000000835e+00;4.905928075313568115e-01;5.494468808174133301e-01;3.831540346145629883e-01
9.660000999999999394e+00;4.964522719383239746e-01;5.577477812767028809e-01;3.824216127395629883e-01
9.663335000000000008e+00;4.879072308540344238e-01;5.709468126296997070e-01;3.816891610622406006e-01
9.666667999999999594e+00;4.759441614151000977e-01;5.506675839424133301e-01;3.760738670825958252e-01
9.670000999999999181e+00;4.727702736854553223e-01;5.118486285209655762e-01;3.626306653022766113e-01
9.673334999999999795e+00;4.747234284877777100e-01;4.857099354267120361e-01;3.514000177383422852e-01
9.676667999999999381e+00;4.793621599674224854e-01;4.742351472377777100e-01;3.423666656017303467e-01
9.680001000000000744e+00;4.778973162174224854e-01;4.769207239151000977e-01;3.374837934970855713e-01
9.683334000000000330e+00;4.632486402988433838e-01;4.893721044063568115e-01;3.372396528720855713e-01
9.686667999999999168e+00;4.449378252029418945e-01;5.037918686866760254e-01;3.367513418197631836e-01
9.690001000000000531e+00;4.368658065795898438e-01;5.084306001663208008e-01;3.355306386947631836e-01
9.693334999999999368e+00;4.478675425052642822e-01;5.111162066459655762e-01;3.369955122470855713e-01
9.696668999999999983e+00;4.676432311534881592e-01;5.111162066459655762e-01;3.372396528720855713e-01
9.700001000000000317e+00;4.691081047058105469e-01;5.118486285209655762e-01;3.362630605697631836e-01
9.703333999999999904e+00;4.481116831302642822e-01;5.072098970413208008e-01;3.352864980697631836e-01
9.706668000000000518e+00;4.329594969749450684e-01;5.120927691459655762e-01;3.357747793197631836e-01
9.710001000000000104e+00;4.661783874034881592e-01;5.245441198348999023e-01;3.399252295494079590e-01
9.713333999999999691e+00;5.389486551284790039e-01;5.308918952941894531e-01;3.472495675086975098e-01
9.716668999999999556e+00;5.528649091720581055e-01;5.352864861488342285e-01;3.474937081336975098e-01
9.720000999999999891e+00;4.693522453308105469e-01;5.411459803581237793e-01;3.492027223110198975e-01
9.723335000000000505e+00;3.797360062599182129e-01;5.308918952941894531e-01;3.496910035610198975e-01
9.726667000000000840e+00;3.807125985622406006e-01;5.172197818756103516e-01;3.448081314563751221e-01
9.730000999999999678e+00;4.224612712860107422e-01;5.079423189163208008e-01;3.411459624767303467e-01
9.733335000000000292e+00;4.547035992145538330e-01;5.086747407913208008e-01;3.391928076744079590e-01
9.736667000000000627e+00;4.771648645401000977e-01;5.116044878959655762e-01;3.399252295494079590e-01
9.740000999999999465e+00;4.715495407581329346e-01;5.177081227302551270e-01;3.409018218517303467e-01
9.743335000000000079e+00;4.285648763179779053e-01;5.116044878959655762e-01;3.396810889244079590e-01
9.746667000000000414e+00;4.065918922424316406e-01;5.001296997070312500e-01;3.328450322151184082e-01
9.750002000000000280e+00;4.129396378993988037e-01;4.898603856563568115e-01;3.326008915901184082e-01
9.753334000000000614e+00;3.938964009284973145e-01;4.888837933540344238e-01;3.323567509651184082e-01
9.756667000000000201e+00;3.687342703342437744e-01;4.881513714790344238e-01;3.326008915901184082e-01
9.760002000000000066e+00;3.807125985622406006e-01;4.888837933540344238e-01;3.326008915901184082e-01
9.763334999999999653e+00;4.004882872104644775e-01;4.969405531883239746e-01;3.357747793197631836e-01
9.766666999999999987e+00;4.124513566493988037e-01;5.120927691459655762e-01;3.377279341220855713e-01
9.770001999999999853e+00;4.173342585563659668e-01;5.257648825645446777e-01;3.418783843517303467e-01
9.773334999999999440e+00;4.031738638877868652e-01;5.230792760848999023e-01;3.435873985290527344e-01
9.776668000000000802e+00;3.733730018138885498e-01;4.942549765110015869e-01;3.399252295494079590e-01
9.780001000000000388e+00;3.763180077075958252e-01;4.644693732261657715e-01;3.321126103401184082e-01
9.783333999999999975e+00;3.899900913238525391e-01;4.405432343482971191e-01;3.216144144535064697e-01
9.786668999999999841e+00;3.812008798122406006e-01;4.832684695720672607e-01;3.286945819854736328e-01
9.789999999999999147e+00;3.912107944488525391e-01;5.389486551284790039e-01;3.418783843517303467e-01
9.793335000000000790e+00;4.051270186901092529e-01;5.142900943756103516e-01;3.389486670494079590e-01
9.796668000000000376e+00;3.958495557308197021e-01;4.373540878295898438e-01;3.240558505058288574e-01
9.800000999999999962e+00;3.655603826045989990e-01;3.787594437599182129e-01;2.996261417865753174e-01
9.803333999999999548e+00;3.675135374069213867e-01;3.518882989883422852e-01;2.805829048156738281e-01
9.806668000000000163e+00;3.714198470115661621e-01;3.611657917499542236e-01;2.717936933040618896e-01
9.810000999999999749e+00;3.492027223110198975e-01;3.785153031349182129e-01;2.695963978767395020e-01
9.813335000000000363e+00;3.709315657615661621e-01;4.031738638877868652e-01;2.744792997837066650e-01
9.816667999999999950e+00;3.904783725738525391e-01;4.249027371406555176e-01;2.810711860656738281e-01
9.820000999999999536e+00;3.474937081336975098e-01;4.393225014209747314e-01;2.844892144203186035e-01
9.823333999999999122e+00;2.971847057342529297e-01;4.381017684936523438e-01;2.852216362953186035e-01
9.826667999999999736e+00;2.981612980365753174e-01;4.285648763179779053e-01;2.869306504726409912e-01
9.830000999999999323e+00;3.025558888912200928e-01;4.227054119110107422e-01;2.859540581703186035e-01
9.833334999999999937e+00;2.891279458999633789e-01;4.275883138179779053e-01;2.876630723476409912e-01
9.836667999999999523e+00;2.942549884319305420e-01;4.427405297756195068e-01;2.910811007022857666e-01
9.840001000000000886e+00;3.306477367877960205e-01;4.483558535575866699e-01;2.962081432342529297e-01
9.843334000000000472e+00;3.645838201045989990e-01;4.344243407249450684e-01;2.962081432342529297e-01
9.846667999999999310e+00;3.672693967819213867e-01;4.178225398063659668e-01;2.920576930046081543e-01
9.850001000000000673e+00;3.611657917499542236e-01;4.258792996406555176e-01;2.920576930046081543e-01
9.853334000000000259e+00;3.484702706336975098e-01;4.627603590488433838e-01;3.010910153388977051e-01
9.856666999999999845e+00;3.443198204040527344e-01;4.932784140110015869e-01;3.130693435668945312e-01
9.859999999999999432e+00;3.604333698749542236e-01;4.832684695720672607e-01;3.174639642238616943e-01
9.863334000000000046e+00;3.753414154052734375e-01;4.290531873703002930e-01;3.069504797458648682e-01
9.866668000000000660e+00;3.865720629692077637e-01;3.880369365215301514e-01;2.910811007022857666e-01
9.870001999999999498e+00;3.799801766872406006e-01;3.799801766872406006e-01;2.808270454406738281e-01
9.873333999999999833e+00;3.587243556976318359e-01;4.029297232627868652e-01;2.818036079406738281e-01
9.876668000000000447e+00;3.494468629360198975e-01;4.527504444122314453e-01;2.952315509319305420e-01
9.880001000000000033e+00;3.853513300418853760e-01;4.571450352668762207e-01;2.993820011615753174e-01
9.883333999999999619e+00;4.214847087860107422e-01;4.207522571086883545e-01;2.940108478069305420e-01
9.886668000000000234e+00;4.239261448383331299e-01;4.224612712860107422e-01;2.913252413272857666e-01
9.890000999999999820e+00;4.324711859226226807e-01;4.605630636215209961e-01;3.020676076412200928e-01
9.893333999999999406e+00;4.861982166767120361e-01;4.493324160575866699e-01;3.023117482662200928e-01
9.896668000000000021e+00;4.771648645401000977e-01;3.909666538238525391e-01;2.859540581703186035e-01
9.900000999999999607e+00;3.728847205638885498e-01;3.448081314563751221e-01;2.639810740947723389e-01
9.903333999999999193e+00;2.923018336296081543e-01;3.289387226104736328e-01;2.493171542882919312e-01
9.906667000000000556e+00;2.793621718883514404e-01;3.372396528720855713e-01;2.451667040586471558e-01
9.910000999999999394e+00;2.991378605365753174e-01;3.548180460929870605e-01;2.466315776109695435e-01
9.913335000000000008e+00;3.264972865581512451e-01;3.812008798122406006e-01;2.520180046558380127e-01
9.916667999999999594e+00;3.816891610622406006e-01;4.080567657947540283e-01;2.610513567924499512e-01
9.920000999999999181e+00;4.510414302349090576e-01;4.268558919429779053e-01;2.717936933040618896e-01
9.923334000000000543e+00;4.620279371738433838e-01;4.122072160243988037e-01;2.720378339290618896e-01
9.926667999999999381e+00;3.987792730331420898e-01;3.880369365215301514e-01;2.666666805744171143e-01
9.930001000000000744e+00;3.992675542831420898e-01;3.887693583965301514e-01;2.661783695220947266e-01
9.933334999999999582e+00;4.498206973075866699e-01;4.109864830970764160e-01;2.710612714290618896e-01
9.936667999999999168e+00;4.578774571418762207e-01;4.490882754325866699e-01;2.849774956703186035e-01
9.940001999999999782e+00;3.956054151058197021e-01;4.493324160575866699e-01;2.881513833999633789e-01
9.943334999999999368e+00;3.499351441860198975e-01;4.095216393470764160e-01;2.803387641906738281e-01
9.946668000000000731e+00;3.543297350406646729e-01;3.790035843849182129e-01;2.695963978767395020e-01
9.950001999999999569e+00;3.684901297092437744e-01;3.907225131988525391e-01;2.681315243244171143e-01
9.953333999999999904e+00;3.777828514575958252e-01;3.990234136581420898e-01;2.703288197517395020e-01
9.956668000000000518e+00;4.014648795127868652e-01;4.056153297424316406e-01;2.754558622837066650e-01
9.960001999999999356e+00;4.608072042465209961e-01;4.183108210563659668e-01;2.783856093883514404e-01
9.963333999999999691e+00;5.196612477302551270e-01;4.139162302017211914e-01;2.803387641906738281e-01
9.966668000000000305e+00;4.840009212493896484e-01;4.139162302017211914e-01;2.800945937633514404e-01
9.970000000000000639e+00;4.131838083267211914e-01;4.109864830970764160e-01;2.778972983360290527e-01
9.973333999999999477e+00;4.212405681610107422e-01;4.026855826377868652e-01;2.759441435337066650e-01
9.976668000000000092e+00;4.710612595081329346e-01;4.046387374401092529e-01;2.778972983360290527e-01
9.980000000000000426e+00;4.669108092784881592e-01;4.043945968151092529e-01;2.781414389610290527e-01
9.983335999999999544e+00;4.249027371406555176e-01;3.982909917831420898e-01;2.766765952110290527e-01
9.986667000000000627e+00;3.682459890842437744e-01;3.865720629692077637e-01;2.708171308040618896e-01
9.990002000000000493e+00;3.404135107994079590e-01;3.836423158645629883e-01;2.666666805744171143e-01
9.993335000000000079e+00;3.555504679679870605e-01;3.853513300418853760e-01;2.664225101470947266e-01
9.996667999999999665e+00;4.012207090854644775e-01;3.980468511581420898e-01;2.705729901790618896e-01
1.000000200000000028e+01;4.595864713191986084e-01;4.131838083267211914e-01;2.759441435337066650e-01
1.000333499999999987e+01;4.886396527290344238e-01;4.241702854633331299e-01;2.803387641906738281e-01
1.000666799999999945e+01;4.766765832901000977e-01;4.258792996406555176e-01;2.815594673156738281e-01
1.001000100000000081e+01;4.503090083599090576e-01;4.256351590156555176e-01;2.840009033679962158e-01
1.001333400000000040e+01;4.405432343482971191e-01;4.217288494110107422e-01;2.849774956703186035e-01
1.001666799999999924e+01;4.187991023063659668e-01;4.200198352336883545e-01;2.857099175453186035e-01
1.002000100000000060e+01;4.007324278354644775e-01;4.217288494110107422e-01;2.866865098476409912e-01
1.002333400000000019e+01;4.048828780651092529e-01;4.217288494110107422e-01;2.886396646499633789e-01
1.002666800000000080e+01;4.136720895767211914e-01;4.297856092453002930e-01;2.891279458999633789e-01
1.002999999999999936e+01;4.258792996406555176e-01;4.329594969749450684e-01;2.925459742546081543e-01
1.003333399999999997e+01;4.583657681941986084e-01;4.258792996406555176e-01;2.910811007022857666e-01
1.003666899999999984e+01;4.864423573017120361e-01;4.170901179313659668e-01;2.888838052749633789e-01
1.004000199999999943e+01;4.791180193424224854e-01;4.217288494110107422e-01;2.898603677749633789e-01
1.004333399999999976e+01;4.527504444122314453e-01;4.378576278686523438e-01;2.903486788272857666e-01
1.004666699999999935e+01;4.410315155982971191e-01;4.561684727668762207e-01;2.974288463592529297e-01
1.005000199999999921e+01;4.927901029586791992e-01;4.495765566825866699e-01;2.991378605365753174e-01
1.005333500000000058e+01;5.289387106895446777e-01;4.297856092453002930e-01;2.959640026092529297e-01
1.005666800000000016e+01;5.001296997070312500e-01;4.119630753993988037e-01;2.891279458999633789e-01
1.006000099999999975e+01;4.239261448383331299e-01;4.036621749401092529e-01;2.840009033679962158e-01
1.006333399999999934e+01;3.755855560302734375e-01;4.014648795127868652e-01;2.805829048156738281e-01
1.006666799999999995e+01;3.306477367877960205e-01;4.109864830970764160e-01;2.788738906383514404e-01
1.007000099999999954e+01;3.257648646831512451e-01;4.285648763179779053e-01;2.847333550453186035e-01
1.007333399999999912e+01;3.421225249767303467e-01;4.808270335197448730e-01;3.006027340888977051e-01
1.007666799999999974e+01;3.570153415203094482e-01;5.233234167098999023e-01;3.177081048488616943e-01
1.008000099999999932e+01;3.855954706668853760e-01;4.949873983860015869e-01;3.216144144535064697e-01
1.008333499999999994e+01;4.129396378993988037e-01;4.381017684936523438e-01;3.079270720481872559e-01
1.008666700000000027e+01;4.219729900360107422e-01;4.415197968482971191e-01;3.049973249435424805e-01
1.009000100000000089e+01;4.080567657947540283e-01;4.483558535575866699e-01;3.057297766208648682e-01
1.009333499999999972e+01;3.953612446784973145e-01;4.100099205970764160e-01;2.947432696819305420e-01
1.009666799999999931e+01;3.965819776058197021e-01;3.701991438865661621e-01;2.808270454406738281e-01
1.010000199999999992e+01;4.075684845447540283e-01;3.487144410610198975e-01;2.661783695220947266e-01
1.010333400000000026e+01;4.236820042133331299e-01;3.567712008953094482e-01;2.608072161674499512e-01
1.010666800000000087e+01;4.280765950679779053e-01;3.838864862918853760e-01;2.627603709697723389e-01
1.011000100000000046e+01;4.209964275360107422e-01;4.021973013877868652e-01;2.693522572517395020e-01
1.011333499999999930e+01;4.290531873703002930e-01;4.185549616813659668e-01;2.747234404087066650e-01
1.011666800000000066e+01;4.544594585895538330e-01;4.383459091186523438e-01;2.810711860656738281e-01
1.012000100000000025e+01;4.703288376331329346e-01;4.234378635883331299e-01;2.818036079406738281e-01
1.012333399999999983e+01;5.040360093116760254e-01;4.031738638877868652e-01;2.786297500133514404e-01
1.012666800000000045e+01;5.357747673988342285e-01;4.095216393470764160e-01;2.793621718883514404e-01
1.013000100000000003e+01;4.713054001331329346e-01;4.258792996406555176e-01;2.813153266906738281e-01
1.013333399999999962e+01;3.645838201045989990e-01;4.402990639209747314e-01;2.847333550453186035e-01
1.013666899999999949e+01;3.274738788604736328e-01;4.300297498703002930e-01;2.840009033679962158e-01
1.014000200000000085e+01;3.567712008953094482e-01;3.895017802715301514e-01;2.761882841587066650e-01
1.014333500000000043e+01;3.992675542831420898e-01;3.643396794795989990e-01;2.671549618244171143e-01
1.014666800000000002e+01;4.136720895767211914e-01;3.753414154052734375e-01;2.625162005424499512e-01
1.015000099999999961e+01;4.009765684604644775e-01;3.873044848442077637e-01;2.639810740947723389e-01
1.015333500000000022e+01;3.929198086261749268e-01;3.982909917831420898e-01;2.676432430744171143e-01
1.015666799999999981e+01;3.938964009284973145e-01;4.300297498703002930e-01;2.764324545860290527e-01
1.016000099999999939e+01;4.034180343151092529e-01;4.551918804645538330e-01;2.869306504726409912e-01
1.016333500000000001e+01;4.161135256290435791e-01;4.442053735256195068e-01;2.903486788272857666e-01
1.016666700000000034e+01;4.302738904953002930e-01;4.146486520767211914e-01;2.847333550453186035e-01
1.017000200000000021e+01;4.493324160575866699e-01;3.992675542831420898e-01;2.800945937633514404e-01
1.017333400000000054e+01;4.510414302349090576e-01;3.926756680011749268e-01;2.759441435337066650e-01
1.017666900000000041e+01;4.329594969749450684e-01;3.948729634284973145e-01;2.727702856063842773e-01
1.018000200000000000e+01;4.183108210563659668e-01;4.153811037540435791e-01;2.759441435337066650e-01
1.018333400000000033e+01;4.332036375999450684e-01;4.605630636215209961e-01;2.918135225772857666e-01
1.018666799999999917e+01;4.537270069122314453e-01;4.818036258220672607e-01;3.035324513912200928e-01
1.019000100000000053e+01;4.490882754325866699e-01;4.620279371738433838e-01;3.037766218185424805e-01
1.019333499999999937e+01;4.292973279953002930e-01;4.183108210563659668e-01;2.932783961296081543e-01
1.019666800000000073e+01;4.239261448383331299e-01;4.073243439197540283e-01;2.864423692226409912e-01
1.020000100000000032e+01;4.285648763179779053e-01;4.231937229633331299e-01;2.874189317226409912e-01
1.020333399999999990e+01;4.283207356929779053e-01;4.244144260883331299e-01;2.881513833999633789e-01
1.020666800000000052e+01;4.300297498703002930e-01;4.144045114517211914e-01;2.835126221179962158e-01
1.021000399999999964e+01;4.336919188499450684e-01;4.026855826377868652e-01;2.803387641906738281e-01
1.021333500000000072e+01;4.322270452976226807e-01;3.953612446784973145e-01;2.761882841587066650e-01
1.021666699999999928e+01;4.336919188499450684e-01;3.990234136581420898e-01;2.749675810337066650e-01
1.022000099999999989e+01;4.417639374732971191e-01;4.190432727336883545e-01;2.798504531383514404e-01
1.022333500000000051e+01;4.398107826709747314e-01;4.381017684936523438e-01;2.842450737953186035e-01
1.022666800000000009e+01;4.295414686203002930e-01;4.459143877029418945e-01;2.891279458999633789e-01
1.023000099999999968e+01;4.239261448383331299e-01;4.310063421726226807e-01;2.881513833999633789e-01
1.023333399999999926e+01;4.195315539836883545e-01;4.068360328674316406e-01;2.803387641906738281e-01
1.023666700000000063e+01;4.153811037540435791e-01;3.870603442192077637e-01;2.735027074813842773e-01
1.024000099999999946e+01;4.192874133586883545e-01;3.921873867511749268e-01;2.720378339290618896e-01
1.024333400000000083e+01;4.246585667133331299e-01;4.195315539836883545e-01;2.783856093883514404e-01
1.024666799999999967e+01;4.300297498703002930e-01;4.231937229633331299e-01;2.798504531383514404e-01
1.025000200000000028e+01;4.310063421726226807e-01;4.075684845447540283e-01;2.759441435337066650e-01
1.025333400000000061e+01;4.256351590156555176e-01;4.002441465854644775e-01;2.749675810337066650e-01
1.025666799999999945e+01;4.195315539836883545e-01;3.987792730331420898e-01;2.730144262313842773e-01
1.026000200000000007e+01;4.195315539836883545e-01;4.131838083267211914e-01;2.759441435337066650e-01
1.026333400000000040e+01;4.244144260883331299e-01;4.246585667133331299e-01;2.808270454406738281e-01
1.026666799999999924e+01;4.314946234226226807e-01;4.183108210563659668e-01;2.803387641906738281e-01
1.027000100000000060e+01;4.363774955272674561e-01;4.102540612220764160e-01;2.776531577110290527e-01
1.027333600000000047e+01;4.327153563499450684e-01;4.002441465854644775e-01;2.761882841587066650e-01
1.027666800000000080e+01;4.239261448383331299e-01;4.017090201377868652e-01;2.759441435337066650e-01
1.028000100000000039e+01;4.236820042133331299e-01;4.187991023063659668e-01;2.788738906383514404e-01
1.028333499999999923e+01;4.334477782249450684e-01;4.327153563499450684e-01;2.857099175453186035e-01
1.028666800000000059e+01;4.432288110256195068e-01;4.395666420459747314e-01;2.888838052749633789e-01
1.029000100000000018e+01;4.476234018802642822e-01;4.349126517772674561e-01;2.905928194522857666e-01
1.029333500000000079e+01;4.466468393802642822e-01;4.302738904953002930e-01;2.910811007022857666e-01
1.029666800000000038e+01;4.444495439529418945e-01;4.261234402656555176e-01;2.883955240249633789e-01
1.030000000000000071e+01;4.451819658279418945e-01;4.112306535243988037e-01;2.840009033679962158e-01
1.030333500000000058e+01;4.437170922756195068e-01;4.107423424720764160e-01;2.813153266906738281e-01
1.030666699999999913e+01;4.473792612552642822e-01;4.202639758586883545e-01;2.837567627429962158e-01
1.031000200000000078e+01;4.498206973075866699e-01;4.261234402656555176e-01;2.852216362953186035e-01
1.031333399999999934e+01;4.485999941825866699e-01;4.307622015476226807e-01;2.881513833999633789e-01
1.031666799999999995e+01;4.439612329006195068e-01;4.344243407249450684e-01;2.903486788272857666e-01
1.032000099999999954e+01;4.407873749732971191e-01;4.292973279953002930e-01;2.915693819522857666e-01
1.032333399999999912e+01;4.456702470779418945e-01;4.236820042133331299e-01;2.896162271499633789e-01
1.032666799999999974e+01;4.537270069122314453e-01;4.302738904953002930e-01;2.915693819522857666e-01
1.033000099999999932e+01;4.576333165168762207e-01;4.410315155982971191e-01;2.942549884319305420e-01
1.033333499999999994e+01;4.544594585895538330e-01;4.393225014209747314e-01;2.937666773796081543e-01
1.033666799999999952e+01;4.490882754325866699e-01;4.268558919429779053e-01;2.915693819522857666e-01
1.034000100000000089e+01;4.456702470779418945e-01;4.249027371406555176e-01;2.910811007022857666e-01
1.034333499999999972e+01;4.542153179645538330e-01;4.485999941825866699e-01;2.966964244842529297e-01
1.034666900000000034e+01;4.827801883220672607e-01;4.598306119441986084e-01;3.032883107662200928e-01
1.035000199999999992e+01;4.864423573017120361e-01;4.478675425052642822e-01;3.025558888912200928e-01
1.035333400000000026e+01;4.569008946418762207e-01;4.356450736522674561e-01;3.006027340888977051e-01
